product_url,title,media,height_cm,width_cm,price_gbp
https://www.bearspace.co.uk/product-page/of-earth-air-and-water-by-jane-ward,"Of Earth, Air and Water by Jane Ward",digital print on canvas with hand dissolved ink,70.0,90.0,840.0
https://www.bearspace.co.uk/product-page/in-these-solitudes-by-jane-ward,In These Solitudes by Jane Ward,digital print on canvas with hand dissolved ink,70.0,90.0,840.0
https://www.bearspace.co.uk/product-page/from-frozen-floods-by-jane-ward,From Frozen Floods by Jane Ward,digital print on canvas with hand dissolved ink,70.0,90.0,840.0
https://www.bearspace.co.uk/product-page/broad-vales-between-by-jane-ward,Broad Vales Between by Jane Ward,digital print on canvas with hand dissolved ink,70.0,90.0,840.0
https://www.bearspace.co.uk/product-page/meld-1-by-vic-wright,Meld 1 by Vic Wright,"24k gold leaf,  white casting cement and ground iron",17.0,14.0,440.0
https://www.bearspace.co.uk/product-page/conversation-by-vic-wright,Conversation by Vic Wright,18k gold leaf and white casting cement,16.5,13.0,440.0
https://www.bearspace.co.uk/product-page/meld-2-by-vic-wright,Meld 2 by Vic Wright,"24k goldleaf,  white and black cement with iron",15.0,12.0,320.0
https://www.bearspace.co.uk/product-page/ore-by-vic-wright,Ore by Vic Wright,"18k goldleaf,  grey casting cement and white wax.",8.5,8.0,140.0
https://www.bearspace.co.uk/product-page/meld-4-by-vic-wright,Meld 4 by Vic Wright,"13k gold leaf,  copper leaf,  white casting cement,  iron and pigment",18.0,15.0,440.0
https://www.bearspace.co.uk/product-page/meld-5-by-vic-wright,Meld 6 by Vic Wright,"16k goldleaf,  white casting cement,  pigment and ink",17.0,18.0,440.0
https://www.bearspace.co.uk/product-page/the-ephemeral-isles-1-by-jane-ward,The Ephemeral Isles 1 by Jane Ward,digital print on aluminium,90.0,120.0,1800.0
https://www.bearspace.co.uk/product-page/those-hidden-ravines-by-jane-ward,Those Hidden Ravines by Jane Ward,digital print on aluminium,45.0,60.0,640.0
https://www.bearspace.co.uk/product-page/fragstudy-4-by-jim-cheatle,Fragstudy 4 by Jim Cheatle,"resin,  pigments,  inkjet prints,  mdf",30.5,23.0,490.0
https://www.bearspace.co.uk/product-page/fragstudy-5-by-jim-cheatle,Fragstudy 7 by Jim Cheatle,"resin,  pigments,  inkjet prints,  mdf",30.5,23.0,490.0
https://www.bearspace.co.uk/product-page/portal-5-by-jane-ward,Portal 5 by Jane Ward,digital print under acrylic with subframe,,,320.0
https://www.bearspace.co.uk/product-page/portal-6-by-jane-ward,Portal 6 by Jane Ward,digital print under acrylic with subframe,,,320.0
https://www.bearspace.co.uk/product-page/morning-came-by-dominic-bradnum,Morning Came by Dominic Bradnum,"oil with charcoal,  watercolour and pencil on canvas",40.0,50.0,640.0
https://www.bearspace.co.uk/product-page/kin-by-vic-wright,Kin by Vic Wright,"24k gold leaf,  crystal,  iron and white and grey casting cement.",16.0,14.0,440.0
https://www.bearspace.co.uk/product-page/another-sunset-by-lucy-baker,Another Sunset by Lucy Baker,"oil paint,  spray paint & gold leaf on board",42.0,34.0,340.0
https://www.bearspace.co.uk/product-page/hurricane-by-lucy-baker,Hurricane by Lucy Baker,oil paint & spray paint on board,30.0,40.0,0.0
https://www.bearspace.co.uk/product-page/p1-by-olly-fathers,P1 by Olly Fathers,acrylic paint on sprayed board,30.0,30.0,240.0
https://www.bearspace.co.uk/product-page/p4-by-olly-fathers,P4 by Olly Fathers,acrylic paint on sprayed board,30.0,30.0,240.0
https://www.bearspace.co.uk/product-page/p8-by-olly-fathers,P8 by Olly Fathers,acrylic paint on sprayed board,30.0,30.0,240.0
https://www.bearspace.co.uk/product-page/off-road-by-lucy-baker,OFF ROAD by Lucy Baker,"oil paint,  spray paint & gold leaf on board",30.0,40.0,340.0
